SEP=;
active;ref.owner_id;ref.report_id;ref.state;ref.version;report.additional_notes;report.condition.abandoned_body_pits;report.condition.abandoned_egg_cavities;report.condition.accretion.0.storm_name;report.condition.accretion.0.timestamp_ms;report.condition.actively_record_events;report.condition.additional_hatch_timestamp_ms;report.condition.describe_control_methods;report.condition.disorientation;report.condition.eggs_damaged_by_another_turtle;report.condition.eggs_scattered_by_another;report.condition.eggs_scattered_by_another_timestamp_ms;report.condition.ghost_damage_10_or_less;report.condition.hatch_timestamp_ms;report.condition.inundated_event.0.storm_name;report.condition.inundated_event.0.timestamp_ms;report.condition.inundated_event.1.storm_name;report.condition.inundated_event.1.timestamp_ms;report.condition.inundated_event.2.storm_name;report.condition.inundated_event.2.timestamp_ms;report.condition.nest_depredated;report.condition.nest_dug_into;report.condition.nest_inundated;report.condition.nest_inundated_timestamp_ms;report.condition.no_digging;report.condition.partial_washout.storm_name;report.condition.partial_washout.timestamp_ms;report.condition.poached;report.condition.poached_eggs_removed;report.condition.poached_timestamp_ms;report.condition.post_hatch_washout;report.condition.preditation.0.number_of_eggs;report.condition.preditation.0.predator;report.condition.preditation.0.predator_spinner_text;report.condition.preditation.0.timestamp_ms;report.condition.prop_events_recorded;report.condition.roots_invaded_eggshells;report.condition.storm_impact.other_impact;report.condition.storm_impact.storm_name;report.condition.storm_impact.timestamp_ms;report.condition.vandalism_type;report.condition.vandalized;report.condition.vandalized_timestamp_ms;report.condition.wash_out.storm_name;report.condition.wash_out.timestamp_ms;report.condition.wash_over.0.storm_name;report.condition.wash_over.0.timestamp_ms;report.condition.wash_over.1.storm_name;report.condition.wash_over.1.timestamp_ms;report.condition.wash_over.10.storm_name;report.condition.wash_over.10.timestamp_ms;report.condition.wash_over.2.storm_name;report.condition.wash_over.2.timestamp_ms;report.condition.wash_over.3.storm_name;report.condition.wash_over.3.timestamp_ms;report.condition.wash_over.4.storm_name;report.condition.wash_over.4.timestamp_ms;report.condition.wash_over.5.storm_name;report.condition.wash_over.5.timestamp_ms;report.condition.wash_over.6.storm_name;report.condition.wash_over.6.timestamp_ms;report.condition.wash_over.7.storm_name;report.condition.wash_over.7.timestamp_ms;report.condition.wash_over.8.storm_name;report.condition.wash_over.8.timestamp_ms;report.condition.wash_over.9.storm_name;report.condition.wash_over.9.timestamp_ms;report.false_crawl_number;report.image.1;report.image.2;report.image.3;report.image.4;report.image.5;report.image.6;report.image.7;report.image.8;report.intervention.adopted;report.intervention.adoptee;report.intervention.excavation.dead_in_nest;report.intervention.excavation.dead_pipped;report.intervention.excavation.eggs_destroyed;report.intervention.excavation.excavated;report.intervention.excavation.failure_other;report.intervention.excavation.failure_reason;report.intervention.excavation.hatched_shells;report.intervention.excavation.live_in_nest;report.intervention.excavation.live_pipped;report.intervention.excavation.timestamp_ms;report.intervention.excavation.whole_unhatched;report.intervention.protection_event.reason;report.intervention.protection_event.timestamp_ms;report.intervention.protection_event.type;report.intervention.relocation.coordinates.lat;report.intervention.relocation.coordinates.long;report.intervention.relocation.eggs_destroyed;report.intervention.relocation.eggs_relocated;report.intervention.relocation.new_address;report.intervention.relocation.reason;report.intervention.relocation.timestamp_ms;report.intervention.relocation.was_relocated;report.location.apex_to_barrier_ft;report.location.apex_to_barrier_in;report.location.city;report.location.coordinates.lat;report.location.coordinates.long;report.location.details;report.location.escarpment_over_18_inches;report.location.in_cortez_groin_replacement_area;report.location.obstructions.escarpment;report.location.obstructions.furniture;report.location.obstructions.other;report.location.obstructions.seawall_rocks;report.location.placement;report.location.section;report.location.street_address;report.location.triangulation.north.lat;report.location.triangulation.north.long;report.location.triangulation.north_ft;report.location.triangulation.north_in;report.location.triangulation.south.lat;report.location.triangulation.south.long;report.location.triangulation.south_ft;report.location.triangulation.south_in;report.location.water_to_apex_ft;report.location.water_to_apex_in;report.nest_number;report.nest_seaward_of_armoring_structure;report.observers;report.possible_false_crawl;report.possible_false_crawl_number;report.species;report.species_other;report.status;report.timestamp_found_ms;report.type_of_structure;report.within_3_feet_of_structure
NO;section9@islandturtlewatch.com;295;ACTIVE;3;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;10;http://1-dot-static-sentinel-567.appspot.com/web/image/295/597512c8-b294-4c41-b4b3-7070378c2222.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/295/9cb1478f-9cf9-4cb0-9706-b768acb1aadc.jpg;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;1464753600000;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;40;0;BB;27.45458708;-82.69456803;;NO;NO;NO;NO;fence by lg#2;NO;OPEN_BEACH;0;7 yds north of LG 2;0.0;0.0;0;0;0.0;0.0;0;0;165;0;0;YES;Heather ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1464753600000; life guard barrier ;NO
NO;section9@islandturtlewatch.com;296;ACTIVE;5;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;Colin ;1465185600000;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/296/cf721874-db07-4421-8b3a-a59d2ac91917.jpg;;;;;;;;NO;;0;0;0;YES;;UNSET_REASON;0;0;0;1470974400000;84;UNSET_REASON;1464753600000;SELF_RELEASING_CAGE;0.0;0.0;0;0;;UNSET_REASON;0;NO;81;0;BB;27.45500602;-82.69508651;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;1st rest room;0.0;0.0;0;0;0.0;0.0;0;0;66;0;8;NO;Heather ;NO;0;LOGGERHEAD;;NEST_VERIFIED;1464753600000;;NO
NO;section9@islandturtlewatch.com;297;ACTIVE;4;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;colin;1465185600000;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/297/46438c98-cd21-4b1d-8699-e2ad4cbd2f89.jpg;;;;;;;;NO;;0;0;0;NO;Washout by TS Colin on 06/06/2016;OTHER;0;0;0;0;0;BEFORE_PREDITATION;1464753600000;SELF_RELEASING_CAGE;0.0;0.0;0;0;;UNSET_REASON;0;NO;60;0;BB;27.45608297;-82.69546406;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;Lg#1  next to 1st nest;0.0;0.0;0;0;0.0;0.0;0;0;60;0;9;NO;Heather ;NO;0;LOGGERHEAD;;NEST_VERIFIED;1464753600000;;NO
NO;section9@islandturtlewatch.com;298;ACTIVE;7;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;Colin ;1465185600000;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/298/7b68a822-4e7d-42a3-afb0-9929937ab6ab.jpg;;;;;;;;NO;;0;0;0;NO;;EGGS_NOT_FOUND;0;0;0;1470974400000;0;BEFORE_PREDITATION;1464840000000;SELF_RELEASING_CAGE;0.0;0.0;0;0;;UNSET_REASON;0;NO;243;0;BB;27.44874697;-82.69277547;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;40yds north of LG#6;0.0;0.0;0;0;0.0;0.0;0;0;90;0;10;NO;amy;NO;0;LOGGERHEAD;;NEST_VERIFIED;1464840000000;;NO
NO;section9@islandturtlewatch.com;300;ACTIVE;6;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;ts Colin ;1465185600000;Colin ;1465185600000;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;NO;;0;0;0;YES;;UNSET_REASON;0;0;0;1471838400000;65;BEFORE_PREDITATION;1465012800000;SELF_RELEASING_CAGE;0.0;0.0;0;0;;UNSET_REASON;0;NO;12;0;BB;27.45282279;-82.69391991;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;20yds south of Lg3;0.0;0.0;0;0;0.0;0.0;0;0;168;0;11;NO;Jennifer and elsa;NO;0;LOGGERHEAD;;NEST_VERIFIED;1465012800000;;NO
NO;section9@islandturtlewatch.com;301;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;160;0;BB;27.45275038;-82.69401018;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;20yds south of Lg#4;0.0;0.0;0;0;0.0;0.0;0;0;74;0;0;NO;Jennifer and Elsa ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465012800000;;NO
NO;section9@islandturtlewatch.com;302;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;180;0;BB;27.4505725;-82.69338839;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;20yds north of Lg#5;0.0;0.0;0;0;0.0;0.0;0;0;120;0;0;NO;Jennifer and elsa;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465012800000;;NO
NO;section9@islandturtlewatch.com;303;ACTIVE;5;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;300;0;BB;27.45114878;-82.69361961;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;25 yds south of lg#4;0.0;0.0;0;0;0.0;0.0;0;0;88;0;0;NO;George ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465099200000;;YES
NO;section9@islandturtlewatch.com;304;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;210;0;BB;27.44655404;-82.69177824;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;45 yds north of lg#7;0.0;0.0;0;0;0.0;0.0;0;0;90;0;0;NO;George ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465099200000;;NO
NO;section9@islandturtlewatch.com;307;ACTIVE;6;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;270;0;BB;27.45131349;-82.69380369;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;In front of LG 4;0.0;0.0;0;0;0.0;0.0;0;0;36;0;0;NO;Suzi;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465185600000;;NO
NO;section9@islandturtlewatch.com;308;ACTIVE;3;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1470024000000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;NO;;0;1;0;YES;;UNSET_REASON;117;0;0;1470283200000;7;BEFORE_PREDITATION;1465272000000;SELF_RELEASING_CAGE;0.0;0.0;0;0;;UNSET_REASON;0;NO;6;0;BB;27.44711916;-82.6913871;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;50 yds south of last restrooms ;0.0;0.0;0;0;0.0;0.0;0;0;212;0;12;NO;carole;NO;0;LOGGERHEAD;;NEST_VERIFIED;1465272000000;;NO
NO;section9@islandturtlewatch.com;310;ACTIVE;4;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1469851200000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;NO;;0;0;0;YES;;UNSET_REASON;94;0;0;1470110400000;7;BEFORE_PREDITATION;1465358400000;SELF_RELEASING_CAGE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;BB;27.45555059;-82.6950792;;NO;NO;NO;NO;;NO;AT_VEGITATION;0;95yds south of lg#1;0.0;0.0;0;0;0.0;0.0;0;0;120;0;13;NO;Heather ;NO;0;LOGGERHEAD;;NEST_VERIFIED;1465358400000;;NO
NO;section9@islandturtlewatch.com;311;ACTIVE;6;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1469764800000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;NO;;0;0;0;YES;;UNSET_REASON;65;0;0;1470024000000;38;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;BB;27.45446773;-82.69457079;;NO;NO;NO;NO;;NO;IN_VEGITATION;0;12 yds south of lg#2;0.0;0.0;0;0;0.0;0.0;0;0;152;0;80;NO;Heather ;NO;0;LOGGERHEAD;;NEST_NOT_VERIFIED;1465358400000;;NO
NO;section9@islandturtlewatch.com;312;ACTIVE;6;;NO;NO;;;YES;0;;YES;NO;NO;0;YES;1469764800000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;NO;;1;0;0;YES;;UNSET_REASON;126;0;0;1470024000000;7;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;BB;27.45403384;-82.6945624;;NO;NO;NO;NO;in;NO;IN_VEGITATION;0;20 yds south of lg2;0.0;0.0;0;0;0.0;0.0;0;0;150;0;81;NO;Heather ;NO;0;LOGGERHEAD;;NEST_NOT_VERIFIED;1465358400000;;NO
NO;section9@islandturtlewatch.com;313;ACTIVE;29;raccoon dug into nest and destroyed all but14 egg ß we replanted14eggs;NO;YES;;;NO;0;;NO;NO;NO;0;NO;0;;;;;;;NO;YES;NO;0;NO;;0;NO;NO;0;NO;0;;Raccoon and Ghost Crab;1465444800000;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/313/d6c29bfe-4244-4d11-b191-3e27a2a587ea.jpg;;;;;;;;NO;;0;0;0;NO;Fire ants too bad.;OTHER;0;0;0;1471838400000;0;AFTER_PREDITATION;1465444800000;SELF_RELEASING_CAGE;27.45382221;-82.69439059;0;0;;PREDATION;1465531200000;YES;0;0;BB;27.45391662;-82.69447491;;NO;NO;NO;NO;;NO;IN_VEGITATION;0;1/2 way between lg#2 and lb#3;0.0;0.0;0;0;0.0;0.0;0;0;160;0;19;NO;Heather ;NO;0;LOGGERHEAD;;NEST_VERIFIED;1465358400000;;NO
NO;section9@islandturtlewatch.com;314;ACTIVE;3;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;3;0;BB;27.45384074;-82.69439942;g;NO;NO;NO;NO;;NO;OPEN_BEACH;0;1/2between lg#2 and lg#3;0.0;0.0;0;0;0.0;0.0;0;0;130;0;0;NO;Heather ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465358400000;;NO
NO;section9@islandturtlewatch.com;315;ACTIVE;3;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;75;0;BB;27.45359489;-82.69450694;g#3³;NO;NO;NO;NO;;NO;OPEN_BEACH;0;30 yds north of lg #3;0.0;0.0;0;0;0.0;0.0;0;0;111;0;0;NO;Heather ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465358400000;;NO
NO;section9@islandturtlewatch.com;316;ACTIVE;5;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;202;0;BB;27.44725129;-82.69200339;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;55yds south of last restroom;0.0;0.0;0;0;0.0;0.0;0;0;69;0;0;NO;Heather;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465358400000;;NO
NO;section9@islandturtlewatch.com;317;ACTIVE;6;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;212;0;BB;27.44691258;-82.69192658;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;55 yds south of las RR ;0.0;0.0;0;0;0.0;0.0;0;0;45;0;0;NO;Heather ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465358400000;;NO
NO;section9@islandturtlewatch.com;318;ACTIVE;5;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;23;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;75;0;BB;27.4458344;-82.69132059;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;150 yds s of LG 7;0.0;0.0;0;0;0.0;0.0;0;0;90;0;0;NO;;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465358400000;;NO
NO;section9@islandturtlewatch.com;319;ACTIVE;16;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1470283200000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;NO;;0;0;0;YES;;UNSET_REASON;91;0;0;1470628800000;4;BEFORE_PREDITATION;1465358400000;SELF_RELEASING_FLAT;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;BB;27.44511878;-82.6908599;;NO;NO;NO;NO;;NO;IN_VEGITATION;0;About 165 yds south of lg 7;0.0;0.0;0;0;0.0;0.0;0;0;280;0;14;NO;Heather ;NO;0;LOGGERHEAD;;NEST_VERIFIED;1465358400000;;NO
NO;section9@islandturtlewatch.com;320;ACTIVE;11;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1470196800000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;NO;;0;0;0;YES;;UNSET_REASON;85;0;0;1470628800000;6;BEFORE_PREDITATION;1465358400000;SELF_RELEASING_CAGE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;BB;27.44514159;-82.69086706;;NO;NO;NO;NO;;NO;IN_VEGITATION;0;About 145 yds south of lg 7;0.0;0.0;0;0;0.0;0.0;0;0;245;0;15;NO;Heather ;NO;0;LOGGERHEAD;;NEST_VERIFIED;1465358400000;;NO
NO;section9@islandturtlewatch.com;321;ACTIVE;4;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1470456000000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/321/32a70f03-bcc5-4df7-b2f7-96776877e60c.jpg;;;;;;;;NO;;1;0;0;YES;;UNSET_REASON;140;0;0;1470715200000;8;UNSET_REASON;1465444800000;SELF_RELEASING_CAGE;0.0;0.0;0;0;;UNSET_REASON;0;NO;6;0;BB;27.44503294;-82.69084422;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;150yds north of lb jetty;0.0;0.0;0;0;0.0;0.0;0;0;125;0;16;NO;amy;NO;0;LOGGERHEAD;;NEST_VERIFIED;1465444800000;;NO
NO;section9@islandturtlewatch.com;322;ACTIVE;4;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;185;0;BB;27.44717928;-82.69201665;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;just south of last restrooms ;0.0;0.0;0;0;0.0;0.0;0;0;190;0;0;NO;amy;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465444800000;;NO
NO;section9@islandturtlewatch.com;323;ACTIVE;3;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;195;0;BB;27.44804463;-82.69257984;;NO;NO;NO;NO;;NO;UNSET_PLACEMENT;0;0yds south of lg6;0.0;0.0;0;0;0.0;0.0;0;0;15;0;0;NO;amy;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465444800000;;NO
NO;section9@islandturtlewatch.com;324;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;26;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;200;0;BB;27.44961887;-82.69322515;leyey;NO;NO;NO;NO;;NO;OPEN_BEACH;0;volleyball net;0.0;0.0;0;0;0.0;0.0;0;0;40;0;0;NO;amy north of lifeguard for;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465444800000;;NO
NO;section9@islandturtlewatch.com;325;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;27;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;15;0;BB;27.45180769;-82.69352004;;NO;NO;NO;NO;;NO;UNSET_PLACEMENT;0;30yds North of lg#4;0.0;0.0;0;0;0.0;0.0;0;0;250;0;0;NO;amy;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465444800000;;NO
NO;section9@islandturtlewatch.com;326;ACTIVE;3;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;28;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;75;0;BB;27.4527304;-82.69414622;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;20 y ds south of lg#3;0.0;0.0;0;0;0.0;0.0;0;0;90;0;0;NO;amy;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465444800000;;NO
NO;section9@islandturtlewatch.com;327;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;29;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;15;0;BB;27.4533183;-82.6942676;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;35yfs north of lg#3;0.0;0.0;0;0;0.0;0.0;0;0;200;0;0;NO;;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465444800000;;NO
NO;section9@islandturtlewatch.com;328;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;45;0;BB;27.4553186;-82.69514526;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;just s outh of 1st rest;0.0;0.0;0;0;0.0;0.0;0;0;45;0;0;NO;Amy ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465444800000;;NO
